2017-11-17-18-29-20    UserID [161]    Transaction Complete 
2017-11-17-18-29-20    UserID [102]    Transaction Complete 
2017-11-17-18-29-20    UserID [149]    Transaction Complete 
2017-11-17-18-29-20    UserID [15]    Transaction Complete 
2017-11-17-18-29-20    UserID [51]    Transaction Complete 
2017-11-17-18-29-20    UserID [211]    Transaction Complete 
2017-11-17-18-29-20    UserID [157]    Transaction Complete 
2017-11-17-18-29-20    UserID [119]    Transaction Complete 
2017-11-17-18-29-20    UserID [137]    Transaction Complete 
2017-11-17-18-29-20    UserID [297]    Transaction Complete 
2017-11-17-18-29-20    UserID [16]    Transaction Complete 
2017-11-17-18-29-20    UserID [106]    Transaction Complete 
2017-11-17-18-29-21    UserID [33]    Transaction Complete 
2017-11-17-18-29-21    UserID [37]    Transaction Complete 
2017-11-17-18-29-21    UserID [164]    Transaction Complete 
2017-11-17-18-29-21    UserID [7]    Transaction Complete 
2017-11-17-18-29-21    UserID [9]    Transaction Complete 
2017-11-17-18-29-21    UserID [285]    Transaction Complete 
2017-11-17-18-29-21    UserID [262]    Transaction Complete 
2017-11-17-18-29-21    UserID [252]    Transaction Complete 
2017-11-17-18-29-21    UserID [296]    Transaction Complete 
2017-11-17-18-29-21    UserID [40]    Transaction Complete 
2017-11-17-18-29-21    UserID [258]    Transaction Complete 
2017-11-17-18-29-21    UserID [97]    Transaction Complete 
2017-11-17-18-29-21    UserID [271]    Transaction Complete 
2017-11-17-18-29-21    UserID [80]    Transaction Complete 
2017-11-17-18-29-21    UserID [194]    Transaction Complete 
2017-11-17-18-29-21    UserID [165]    Transaction Complete 
2017-11-17-18-29-22    UserID [74]    Transaction Complete 
2017-11-17-18-29-22    UserID [17]    Transaction Complete 
2017-11-17-18-29-22    UserID [201]    Transaction Complete 
2017-11-17-18-29-22    UserID [66]    Transaction Complete 
2017-11-17-18-29-22    UserID [284]    Transaction Complete 
2017-11-17-18-29-22    UserID [128]    Transaction Complete 
2017-11-17-18-29-22    UserID [260]    Transaction Complete 
2017-11-17-18-29-22    UserID [141]    Transaction Complete 
2017-11-17-18-29-22    UserID [230]    Transaction Complete 
2017-11-17-18-29-22    UserID [114]    Transaction Complete 
2017-11-17-18-29-22    UserID [253]    Transaction Complete 
2017-11-17-18-29-22    UserID [274]    Transaction Complete 
2017-11-17-18-29-22    UserID [162]    Transaction Complete 
2017-11-17-18-29-22    UserID [122]    Transaction Complete 
2017-11-17-18-29-22    UserID [48]    Transaction Complete 
2017-11-17-18-29-22    UserID [176]    Transaction Complete 
2017-11-17-18-29-22    UserID [126]    Transaction Complete 
2017-11-17-18-29-22    UserID [256]    Transaction Complete 
2017-11-17-18-29-22    UserID [131]    Transaction Complete 
2017-11-17-18-29-22    UserID [179]    Transaction Complete 
2017-11-17-18-29-22    UserID [147]    Transaction Complete 
2017-11-17-18-29-22    UserID [69]    Transaction Complete 
2017-11-17-18-29-22    UserID [227]    Transaction Complete 
2017-11-17-18-29-22    UserID [82]    Transaction Complete 
2017-11-17-18-29-22    UserID [185]    Transaction Complete 
2017-11-17-18-29-22    UserID [168]    Transaction Complete 
2017-11-17-18-29-22    UserID [189]    Transaction Complete 
2017-11-17-18-29-22    UserID [204]    Transaction Complete 
2017-11-17-18-29-22    UserID [220]    Transaction Complete 
2017-11-17-18-29-22    UserID [243]    Transaction Complete 
2017-11-17-18-29-22    UserID [229]    Transaction Complete 
2017-11-17-18-29-22    UserID [45]    Transaction Complete 
2017-11-17-18-29-22    UserID [22]    Transaction Complete 
2017-11-17-18-29-22    UserID [247]    Transaction Complete 
2017-11-17-18-29-22    UserID [166]    Transaction Complete 
2017-11-17-18-29-22    UserID [115]    Transaction Complete 
2017-11-17-18-29-22    UserID [266]    Transaction Complete 
2017-11-17-18-29-22    UserID [28]    Transaction Complete 
2017-11-17-18-29-22    UserID [70]    Transaction Complete 
2017-11-17-18-29-22    UserID [99]    Transaction Complete 
2017-11-17-18-29-22    UserID [292]    Transaction Complete 
2017-11-17-18-29-23    UserID [279]    Transaction Complete 
2017-11-17-18-29-23    UserID [268]    Transaction Complete 
2017-11-17-18-29-23    UserID [242]    Transaction Complete 
2017-11-17-18-29-23    UserID [172]    Transaction Complete 
2017-11-17-18-29-23    UserID [63]    Transaction Complete 
2017-11-17-18-29-23    UserID [240]    Transaction Complete 
2017-11-17-18-29-23    UserID [275]    Transaction Complete 
2017-11-17-18-29-23    UserID [184]    Transaction Complete 
2017-11-17-18-29-23    UserID [280]    Transaction Complete 
2017-11-17-18-29-23    UserID [226]    Transaction Complete 
2017-11-17-18-29-23    UserID [113]    Transaction Complete 
2017-11-17-18-29-23    UserID [173]    Transaction Complete 
2017-11-17-18-29-23    UserID [235]    Transaction Complete 
2017-11-17-18-29-23    UserID [212]    Transaction Complete 
2017-11-17-18-29-23    UserID [210]    Transaction Complete 
2017-11-17-18-29-23    UserID [130]    Transaction Complete 
2017-11-17-18-29-23    UserID [88]    Transaction Complete 
2017-11-17-18-29-23    UserID [135]    Transaction Complete 
2017-11-17-18-29-23    UserID [73]    Transaction Complete 
2017-11-17-18-29-23    UserID [269]    Transaction Complete 
2017-11-17-18-29-23    UserID [90]    Transaction Complete 
2017-11-17-18-29-23    UserID [171]    Transaction Complete 
2017-11-17-18-29-23    UserID [254]    Transaction Complete 
2017-11-17-18-29-23    UserID [187]    Transaction Complete 
2017-11-17-18-29-23    UserID [85]    Transaction Complete 
2017-11-17-18-29-23    UserID [29]    Transaction Complete 
2017-11-17-18-29-23    UserID [96]    Transaction Complete 
2017-11-17-18-29-23    UserID [55]    Transaction Complete 
2017-11-17-18-29-23    UserID [223]    Transaction Complete 
2017-11-17-18-29-23    UserID [98]    Transaction Complete 
2017-11-17-18-29-23    UserID [86]    Transaction Complete 
2017-11-17-18-29-23    UserID [20]    Transaction Complete 
2017-11-17-18-29-23    UserID [264]    Transaction Complete 
2017-11-17-18-29-23    UserID [46]    Transaction Complete 
2017-11-17-18-29-23    UserID [160]    Transaction Complete 
2017-11-17-18-29-23    UserID [25]    Transaction Complete 
2017-11-17-18-29-23    UserID [263]    Transaction Complete 
2017-11-17-18-29-23    UserID [182]    Transaction Complete 
2017-11-17-18-29-23    UserID [283]    Transaction Complete 
2017-11-17-18-29-23    UserID [108]    Transaction Complete 
2017-11-17-18-29-23    UserID [216]    Transaction Complete 
2017-11-17-18-29-23    UserID [30]    Transaction Complete 
2017-11-17-18-29-24    UserID [207]    Transaction Complete 
2017-11-17-18-29-24    UserID [291]    Transaction Complete 
2017-11-17-18-29-24    UserID [104]    Transaction Complete 
2017-11-17-18-29-24    UserID [84]    Transaction Complete 
2017-11-17-18-29-24    UserID [299]    Transaction Complete 
2017-11-17-18-29-24    UserID [61]    Transaction Complete 
2017-11-17-18-29-24    UserID [67]    Transaction Complete 
2017-11-17-18-29-24    UserID [133]    Transaction Complete 
2017-11-17-18-29-24    UserID [138]    Transaction Complete 
2017-11-17-18-29-24    UserID [12]    Transaction Complete 
2017-11-17-18-29-24    UserID [144]    Transaction Complete 
2017-11-17-18-29-24    UserID [53]    Transaction Complete 
2017-11-17-18-29-24    UserID [76]    Transaction Complete 
2017-11-17-18-29-24    UserID [4]    Transaction Complete 
2017-11-17-18-29-24    UserID [81]    Transaction Complete 
2017-11-17-18-29-24    UserID [129]    Transaction Complete 
2017-11-17-18-29-24    UserID [109]    Transaction Complete 
2017-11-17-18-29-24    UserID [205]    Transaction Complete 
2017-11-17-18-29-24    UserID [111]    Transaction Complete 
2017-11-17-18-29-24    UserID [1]    Transaction Complete 
2017-11-17-18-29-24    UserID [222]    Transaction Complete 
2017-11-17-18-29-24    UserID [110]    Transaction Complete 
2017-11-17-18-29-24    UserID [121]    Transaction Complete 
2017-11-17-18-29-24    UserID [75]    Transaction Complete 
2017-11-17-18-29-24    UserID [234]    Transaction Complete 
2017-11-17-18-29-24    UserID [178]    Transaction Complete 
2017-11-17-18-29-24    UserID [87]    Transaction Complete 
2017-11-17-18-29-24    UserID [32]    Transaction Complete 
2017-11-17-18-29-24    UserID [199]    Transaction Complete 
2017-11-17-18-29-24    UserID [36]    Transaction Complete 
2017-11-17-18-29-24    UserID [157]    Transaction Complete 
2017-11-17-18-29-24    UserID [213]    Transaction Complete 
2017-11-17-18-29-24    UserID [155]    Transaction Complete 
2017-11-17-18-29-24    UserID [119]    Transaction Complete 
2017-11-17-18-29-24    UserID [295]    Transaction Complete 
2017-11-17-18-29-24    UserID [148]    Transaction Complete 
2017-11-17-18-29-24    UserID [3]    Transaction Complete 
2017-11-17-18-29-24    UserID [27]    Transaction Complete 
2017-11-17-18-29-24    UserID [170]    Transaction Complete 
2017-11-17-18-29-24    UserID [71]    Transaction Complete 
2017-11-17-18-29-25    UserID [251]    Transaction Complete 
2017-11-17-18-29-25    UserID [89]    Transaction Complete 
2017-11-17-18-29-25    UserID [107]    Transaction Complete 
2017-11-17-18-29-25    UserID [282]    Transaction Complete 
2017-11-17-18-29-25    UserID [192]    Transaction Complete 
2017-11-17-18-29-25    UserID [83]    Transaction Complete 
2017-11-17-18-29-25    UserID [105]    Transaction Complete 
2017-11-17-18-29-25    UserID [136]    Transaction Complete 
2017-11-17-18-29-25    UserID [215]    Transaction Complete 
2017-11-17-18-29-25    UserID [15]    Transaction Complete 
2017-11-17-18-29-25    UserID [150]    Transaction Complete 
2017-11-17-18-29-25    UserID [245]    Transaction Complete 
2017-11-17-18-29-25    UserID [249]    Transaction Complete 
2017-11-17-18-29-25    UserID [50]    Transaction Complete 
2017-11-17-18-29-25    UserID [120]    Transaction Complete 
2017-11-17-18-29-25    UserID [278]    Transaction Complete 
2017-11-17-18-29-25    UserID [261]    Transaction Complete 
2017-11-17-18-29-25    UserID [255]    Transaction Complete 
2017-11-17-18-29-25    UserID [68]    Transaction Complete 
2017-11-17-18-29-25    UserID [163]    Transaction Complete 
2017-11-17-18-29-25    UserID [244]    Transaction Complete 
2017-11-17-18-29-25    UserID [21]    Transaction Complete 
2017-11-17-18-29-25    UserID [200]    Transaction Complete 
2017-11-17-18-29-25    UserID [23]    Transaction Complete 
2017-11-17-18-29-25    UserID [10]    Transaction Complete 
2017-11-17-18-29-25    UserID [62]    Transaction Complete 
2017-11-17-18-29-25    UserID [293]    Transaction Complete 
2017-11-17-18-29-25    UserID [209]    Transaction Complete 
2017-11-17-18-29-25    UserID [125]    Transaction Complete 
2017-11-17-18-29-25    UserID [225]    Transaction Complete 
2017-11-17-18-29-25    UserID [101]    Transaction Complete 
2017-11-17-18-29-25    UserID [58]    Transaction Complete 
2017-11-17-18-29-25    UserID [49]    Transaction Complete 
2017-11-17-18-29-25    UserID [290]    Transaction Complete 
2017-11-17-18-29-25    UserID [237]    Transaction Complete 
2017-11-17-18-29-25    UserID [252]    Transaction Complete 
2017-11-17-18-29-25    UserID [169]    Transaction Complete 
2017-11-17-18-29-25    UserID [93]    Transaction Complete 
2017-11-17-18-29-25    UserID [11]    Transaction Complete 
2017-11-17-18-29-25    UserID [191]    Transaction Complete 
2017-11-17-18-29-25    UserID [298]    Transaction Complete 
2017-11-17-18-29-25    UserID [180]    Transaction Complete 
2017-11-17-18-29-25    UserID [8]    Transaction Complete 
2017-11-17-18-29-25    UserID [78]    Transaction Complete 
2017-11-17-18-29-25    UserID [195]    Transaction Complete 
2017-11-17-18-29-25    UserID [91]    Transaction Complete 
2017-11-17-18-29-25    UserID [151]    Transaction Complete 
2017-11-17-18-29-26    UserID [288]    Transaction Complete 
2017-11-17-18-29-26    UserID [167]    Transaction Complete 
2017-11-17-18-29-26    UserID [218]    Transaction Complete 
2017-11-17-18-29-26    UserID [56]    Transaction Complete 
2017-11-17-18-29-26    UserID [248]    Transaction Complete 
2017-11-17-18-29-26    UserID [57]    Transaction Complete 
2017-11-17-18-29-26    UserID [198]    Transaction Complete 
2017-11-17-18-29-26    UserID [143]    Transaction Complete 
2017-11-17-18-29-26    UserID [276]    Transaction Complete 
2017-11-17-18-29-26    UserID [31]    Transaction Complete 
2017-11-17-18-29-26    UserID [95]    Transaction Complete 
2017-11-17-18-29-26    UserID [24]    Transaction Complete 
2017-11-17-18-29-26    UserID [112]    Transaction Complete 
2017-11-17-18-29-26    UserID [270]    Transaction Complete 
2017-11-17-18-29-26    UserID [52]    Transaction Complete 
2017-11-17-18-29-26    UserID [2]    Transaction Complete 
2017-11-17-18-29-26    UserID [35]    Transaction Complete 
2017-11-17-18-29-26    UserID [181]    Transaction Complete 
2017-11-17-18-29-26    UserID [140]    Transaction Complete 
2017-11-17-18-29-26    UserID [156]    Transaction Complete 
2017-11-17-18-29-26    UserID [72]    Transaction Complete 
2017-11-17-18-29-26    UserID [42]    Transaction Complete 
2017-11-17-18-29-26    UserID [228]    Transaction Complete 
2017-11-17-18-29-26    UserID [118]    Transaction Complete 
2017-11-17-18-29-26    UserID [257]    Transaction Complete 
2017-11-17-18-29-26    UserID [241]    Transaction Complete 
2017-11-17-18-29-26    UserID [292]    Transaction Complete 
2017-11-17-18-29-26    UserID [272]    Transaction Complete 
2017-11-17-18-29-26    UserID [13]    Transaction Complete 
